Source,Target,Effect,Type,PMID,data_source
"CRKL","GAB1","+","Binding","10592173","axel_ppi"
"DOCK1","ELMO1","0","Binding","15247908","axel_ppi"
"DOCK1","ELMO1","0","Binding","26186194","axel_ppi"
"DOCK1","ELMO1","0","Binding","16495483","axel_ppi"
"FYN","PLAUR","0","Binding","9417082","axel_ppi"
"SYK","VAV2","+","phosphorylation","10592173","axel_ppi"
"RAC1","ARHGEF6","+","Binding","10592173","axel_ppi"
"SHARPIN","ITGA1","0","Binding","21947080","axel_ppi"
"PIK3CA","PTK2","0","Binding","11119718","axel_ppi"
"PIK3CA","PTK2","+","Binding","10592173","axel_ppi"
"FLNA","PLCG1","0","Binding","17474147","axel_ppi"
"EZR","RHOA","0","Binding","15659383","axel_ppi"
"PPP2CA","ITGB1","0","Binding","18487611","axel_ppi"
"SYK","VAV2","0","Binding","15345594","axel_ppi"
"ASAP2","NCK2","0","Binding","26186194","axel_ppi"
"ABI1","PLCG1","0","Binding","20598684","axel_ppi"
"GRB2","CBL","0","Binding","9461587","axel_ppi"
"GRB2","CBL","0","Binding","8995358","axel_ppi"
"GRB2","CBL","0","Binding","9851874","axel_ppi"
"GRB2","CBL","0","Binding","9311917","axel_ppi"
"GRB2","CBL","0","Binding","10570290","axel_ppi"
"GRB2","CBL","0","Binding","11997436","axel_ppi"
"GRB2","CBL","0","Binding","8950973","axel_ppi"
"GRB2","CBL","0","Binding","20124286","axel_ppi"
"GRB2","CBL","0","Binding","9872323","axel_ppi"
"GRB2","CBL","0","Binding","9242692","axel_ppi"
"GRB2","CBL","0","Binding","7791764","axel_ppi"
"GRB2","CBL","0","Binding","9129019","axel_ppi"
"GRB2","CBL","0","Binding","23799367","axel_ppi"
"GRB2","CBL","0","Binding","9234717","axel_ppi"
"GRB2","CBL","0","Binding","11964172","axel_ppi"
"GRB2","CBL","0","Binding","9108392","axel_ppi"
"GRB2","CBL","0","Binding","12839496","axel_ppi"
"GRB2","CBL","0","Binding","15677445","axel_ppi"
"GRB2","CBL","0","Binding","12941616","axel_ppi"
"GRB2","CBL","0","Binding","20936779","axel_ppi"
"GRB2","CBL","0","Binding","10829062","axel_ppi"
"GRB2","CBL","0","Binding","9233773","axel_ppi"
"GRB2","CBL","0","Binding","17971399","axel_ppi"
"GRB2","CBL","0","Binding","9178909","axel_ppi"
"GRB2","CBL","0","Binding","17372273","axel_ppi"
"GRB2","CBL","0","Binding","17094785","axel_ppi"
"GRB2","CBL","0","Binding","8083187","axel_ppi"
"SOS1","NF2","0","Binding","10675333","axel_ppi"
"ILK","SHC1","0","Binding","21900206","axel_ppi"
"SORBS1","INSR","0","Binding","11374898","axel_ppi"
"PTPN1","INSR","0","Binding","12634852","axel_ppi"
"HSPB1","CALR","0","Binding","25277244","axel_ppi"
"ILK","HSPB1","0","Binding","17353931","axel_ppi"
"ITGB1BP1","ITGB1","0","Binding","9281591","axel_ppi"
"ITGB1BP1","ITGB1","0","Binding","11919189","axel_ppi"
"ITGB1BP1","ITGB1","0","Binding","11741908","axel_ppi"
"MAPK1","INSR","0","Binding","11409918","axel_ppi"
"ABI1","FYN","0","Binding","20598684","axel_ppi"
"PAK1","RAC1","+","Binding","8107774","axel_ppi"
"PAK1","RAC1","0","Binding","16368433","axel_ppi"
"PAK1","RAC1","0","Binding","9535855","axel_ppi"
"PAK1","RAC1","0","Binding","20936779","axel_ppi"
"PAK1","RAC1","0","direct_interaction","11030651","axel_ppi"
"PAK1","RAC1","0","Binding","18854161","axel_ppi"
"PAK1","RAC1","0","Binding","9148763","axel_ppi"
"PAK1","RAC1","0","Binding","9032259","axel_ppi"
"PAK1","RAC1","0","Binding","10224076","axel_ppi"
"PAK1","RAC1","0","Binding","17245428","axel_ppi"
"PAK1","RAC1","0","Binding","24792722","axel_ppi"
"PAK1","RAC1","0","Binding","16492808","axel_ppi"
"PAK1","RAC1","0","Binding","12123608","axel_ppi"
"PAK1","RAC1","+","Binding","10592173","axel_ppi"
"RHOA","GRLF1","_","Binding","10592173","axel_ppi"
"PAK1","RAC1","0","Binding","15673687","axel_ppi"
"MAPK1","PDE4D","0","Binding","10828059","axel_ppi"
"MAPK1","PDE4D","0","Binding","9915826","axel_ppi"
"FYN","ASAP2","0","Binding","17474147","axel_ppi"
"TGFB1I1","PTK2B","0","Binding","9858471","axel_ppi"
"TGFB1I1","PTK2B","0","Binding","11856738","axel_ppi"
"TGFB1I1","PTK2B","0","Binding","9422762","axel_ppi"
"MAPK1","PDE4D","0","Binding","10022832","axel_ppi"
"PDPK1","GIT1","0","Binding","21900206","axel_ppi"
"ABI1","RASA1","0","Binding","20598684","axel_ppi"
"ARHGAP26","PTK2","0","Binding","8649427","axel_ppi"
"ITGB1","ITGA7","0","Binding","11278916","axel_ppi"
"GRLF1","THY1","_","Binding","10592173","axel_ppi"
"PTPN2","STAT3","0","Binding","18948751","axel_ppi"
"ARHGEF7","PXN","0","Binding","12153727","axel_ppi"
"ITGA2","FHL2","0","Binding","10906324","axel_ppi"
"TUBA1B","SHC1","0","Binding","19380743","axel_ppi"
"GIT2","GIT1","0","Binding","12473661","axel_ppi"
"GIT2","GIT1","0","Binding","16628223","axel_ppi"
"ITGB6","CSK","+","Binding","10592173","axel_ppi"
"PAK1","RAC1","0","Binding","19596003","axel_ppi"
"PAK1","RAC1","0","Binding","25843002","axel_ppi"
"PTPN1","INSR","0","dephosphorylation_reaction","17159996","axel_ppi"
"PTPN1","INSR","_","dephosphorylation","10592173","axel_ppi"
"PTPN1","INSR","0","Binding","8702689","axel_ppi"
"PTPN1","INSR","0","Binding","15588987","axel_ppi"
"PTPN1","INSR","0","Binding","21806020","axel_ppi"
"PTPN1","INSR","0","Binding","11726652","axel_ppi"
"PAK1","RAC1","0","Binding","12879077","axel_ppi"
"PAK1","RAC1","0","Binding","16002993","axel_ppi"
"PAK1","RAC1","0","Binding","16678097","axel_ppi"
"PAK1","RAC1","0","Binding","12650940","axel_ppi"
"PAK1","RAC1","0","Binding","15075243","axel_ppi"
"PAK1","RAC1","0","Binding","19732720","axel_ppi"
"PAK1","RAC1","0","Binding","21454543","axel_ppi"
"PAK1","RAC1","0","Binding","19327867","axel_ppi"
"PTPN1","INSR","0","Binding","10751417","axel_ppi"
"PTPN1","INSR","0","Binding","12612081","axel_ppi"
"PAK1","RAC1","0","Binding","7493928","axel_ppi"
"PAK1","RAC1","0","Binding","19893577","axel_ppi"
"PAK1","RAC1","0","Binding","21474670","axel_ppi"
"PAK1","RAC1","0","Binding","19270716","axel_ppi"
"PAK1","RAC1","0","Binding","15688026","axel_ppi"
"PAK1","RAC1","0","Binding","18325335","axel_ppi"
"PAK1","RAC1","0","Binding","11950930","axel_ppi"
"PAK1","RAC1","0","Binding","21167153","axel_ppi"
"PAK1","RAC1","0","Binding","22117219","axel_ppi"
"PTK2","TLN1","0","Binding","9442086","axel_ppi"
"INPPL1","INPP5D","0","Binding","19380743","axel_ppi"
"CBL","ITGA5","0","Binding","15728256","axel_ppi"
"PTPN1","CTTN","0","Binding","18387954","axel_ppi"
"PTPN1","CTTN","0","Binding","18515860","axel_ppi"
"GRB2","PTPN11","0","Binding","11432792","axel_ppi"
"GRB2","PTPN11","0","Binding","10747947","axel_ppi"
"GRB2","PTPN11","0","Binding","8995399","axel_ppi"
"GRB2","PTPN11","0","Binding","9362449","axel_ppi"
"GRB2","PTPN11","0","Binding","9632781","axel_ppi"
"GRB2","PTPN11","0","Binding","11684012","axel_ppi"
"GRB2","PTPN11","0","Binding","10592173","axel_ppi"
"GRB2","PTPN11","0","Binding","8041791","axel_ppi"
"GRB2","PTPN11","0","Binding","7522233","axel_ppi"
"INSR","GRB2","0","Binding","9083103","axel_ppi"
"SYK","CBL","0","Binding","19419964","axel_ppi"
"SYK","CBL","0","Binding","15577829","axel_ppi"
"SYK","CBL","0","Binding","15536084","axel_ppi"
"SYK","CBL","0","Binding","11042121","axel_ppi"
"SYK","CBL","0","Binding","11742985","axel_ppi"
"SYK","CBL","0","Binding","10570266","axel_ppi"
"SYK","CBL","0","Binding","18273061","axel_ppi"
"SYK","CBL","0","Binding","15556646","axel_ppi"
"SYK","CBL","0","Binding","12435267","axel_ppi"
"SYK","CBL","0","Binding","7721825","axel_ppi"
"SYK","CBL","0","Binding","10617633","axel_ppi"
"SYK","CBL","0","Binding","11331248","axel_ppi"
"GRB2","PTPN11","0","Binding","9361008","axel_ppi"
"GRB2","PTPN11","0","Binding","19380743","axel_ppi"
"GRB2","PTPN11","0","Binding","10080542","axel_ppi"
"VAV3","PLCG1","+","Binding","10592173","axel_ppi"
"SRC","PTPN11","0","Binding","20308328","axel_ppi"
"DOCK1","FYN","0","Binding","17474147","axel_ppi"
"PTPN6","VAV1","_","dephosphorylation","10592173","axel_ppi"
"ARHGAP5","THY1","_","Binding","10592173","axel_ppi"
"VAV3","SYK","+","phosphorylation","10592173","axel_ppi"
"ABL1","BCAR1","0","Binding","8810278","axel_ppi"
"GRB2","PTPN11","0","Binding","9824671","axel_ppi"
"GRB2","PTPN11","0","Binding","7523381","axel_ppi"
"GRB2","PTPN11","0","Binding","8978300","axel_ppi"
"GRB2","PTPN11","0","Binding","11602579","axel_ppi"
"GRB2","PTPN11","0","Binding","8959326","axel_ppi"
"GRB2","PTPN11","0","Binding","10212213","axel_ppi"
"AKT1","ITGB1","0","Binding","16256741","axel_ppi"
"CORO1B","SSH1","0","dephosphorylation_reaction","17350576","axel_ppi"
"SORBS3","VCL","0","Binding","16831423","axel_ppi"
"ABL1","NEDD9","0","Binding","8879209","axel_ppi"
"FLNA","STAT3","0","Binding","24013128","axel_ppi"
"MAPK8","PPP2CA","0","Binding","21958460","axel_ppi"
"CSK","CBL","0","Binding","11149930","axel_ppi"
"CSK","CBL","0","Binding","19380743","axel_ppi"
"PTPRF","IRS1","_","dephosphorylation","10592173","axel_ppi"
"BCAR1","SH3KBP1","0","Binding","11071869","axel_ppi"
"PRKACA","PLCG1","_","Phosphorylation","2479646","axel_ppi"
"PTK2","GIT1","0","Binding","12629171","axel_ppi"
"PTK2","GIT1","0","Binding","12473661","axel_ppi"
"PXN","MAPK1","0","Binding","15494312","axel_ppi"
"PXN","MAPK1","0","Binding","11784715","axel_ppi"
"RHOA","ARHGAP32","0","Binding","12446789","axel_ppi"
"RHOA","ARHGAP32","0","Binding","12857875","axel_ppi"
"RHOA","ARHGAP32","0","Binding","12454018","axel_ppi"
"CFL1","PLD1","0","Binding","17853892","axel_ppi"
"ITGB1","ITGA3","0","Binding","16878156","axel_ppi"
"ITGB1","ITGA3","0","Binding","15181153","axel_ppi"
"ITGB1","ITGA3","0","Binding","25808491","axel_ppi"
"SORBS1","ABL1","0","Binding","18768933","axel_ppi"
"VAV3","SHC1","0","Binding","11094073","axel_ppi"
"SORBS2","PAK1","0","Binding","15784622","axel_ppi"
"INSR","MAPK1","0","Binding","11409918","axel_ppi"
"LRP1","ITGB1BP1","0","Binding","10827173","axel_ppi"
"CASP8","SORBS1","0","Binding","12765336","axel_ppi"
"PXN","PABPC1","0","Binding","11704675","axel_ppi"
"ITGA5","ITGB1","0","Binding","16099422","axel_ppi"
"ITGA5","ITGB1","0","Binding","21947080","axel_ppi"
"ITGB1","ITGA3","0","Binding","15254262","axel_ppi"
"CTTN","GRB2","0","Binding","19380743","axel_ppi"
"ITGB3","SYK","0","Binding","11042121","axel_ppi"
"ITGB3","SYK","0","Binding","17353363","axel_ppi"
"ZYX","LASP1","0","Binding","22665060","axel_ppi"
"ITGA5","ITGB1","0","Binding","20643357","axel_ppi"
"HRAS","PIK3CA","0","Binding","17540175","axel_ppi"
"HRAS","PIK3CA","0","Binding","8665852","axel_ppi"
"HRAS","PIK3CA","0","Binding","14724584","axel_ppi"
"HRAS","PIK3CA","0","Binding","9113989","axel_ppi"
"HRAS","PIK3CA","0","Binding","24412244","axel_ppi"
"HRAS","PIK3CA","0","Binding","10783161","axel_ppi"
"HRAS","PIK3CA","+","Binding","10592173","axel_ppi"
"HRAS","PIK3CA","0","Binding","9931431","axel_ppi"
"RAPGEF1","SRC","0","Binding","17474147","axel_ppi"
"ITGB1","AKT1","0","Binding","16256741","axel_ppi"
"TES","ZYX","0","Binding","12695497","axel_ppi"
"ACTB","PRKCA","+","Binding","10592173","axel_ppi"
"PDPK1","AKT1","0","phosphorylation","10592173","axel_ppi"
"GRB2","PTK2B","0","Binding","8695788","axel_ppi"
"GRB2","PTK2B","0","Binding","10329689","axel_ppi"
"GRB2","PTK2B","0","Binding","19380485","axel_ppi"
"GRB2","PTK2B","+","Binding","9560226","axel_ppi"
"RAC1","PLCG1","0","Binding","19264842","axel_ppi"
"PLAUR","LYN","0","Binding","9417082","axel_ppi"
"PDPK1","AKT1","+","Phosphorylation","9094314","axel_ppi"
"ITGB1","TLN1","0","Binding","7716514","axel_ppi"
"PDPK1","AKT1","0","Binding","11313365","axel_ppi"
"PDPK1","AKT1","0","Binding","11438723","axel_ppi"
"IRS1","MAPK8","_","Phosphorylation","16055440","axel_ppi"
"IRS1","MAPK8","0","Binding","11606564","axel_ppi"
"IRS1","MAPK8","_","phosphorylation","10592173","axel_ppi"
"PTPN1","ITGB1","0","Binding","21806020","axel_ppi"
"PDPK1","PRKCA","+","Phosphorylation","9889098","axel_ppi"
"PRKCA","LDB3","0","Binding","10391924","axel_ppi"
"VAV1","PIK3CA","0","Binding","11094073","axel_ppi"
"RASA1","CAV1","0","Binding","15504032","axel_ppi"
"CRK","NEDD9","0","Binding","9497377","axel_ppi"
"CRK","NEDD9","0","Binding","9162067","axel_ppi"
"ARPC2","ACTB","0","Binding","10592173","axel_ppi"
"PDPK1","AKT1","0","Binding","11825911","axel_ppi"
"PDPK1","AKT1","0","Binding","21775285","axel_ppi"
"PTPN1","RASA1","0","Binding","18515860","axel_ppi"
"ABI3","PAK1","0","Binding","11956071","axel_ppi"
"BCAR1","TRIP6","0","Binding","14688263","axel_ppi"
"ITGB1","PTK2B","+","Binding","9022036","axel_ppi"
"ITGB1","PTK2B","+","Binding","9366396","axel_ppi"
"CRK","NEDD9","0","Binding","8879209","axel_ppi"
"ITGB1","TLN1","0","Binding","12606711","axel_ppi"
"ITGB1","TLN1","0","Binding","21947080","axel_ppi"
"SHC1","SOS1","0","Binding","10570290","axel_ppi"
"SHC1","SOS1","0","Binding","10783152","axel_ppi"
"SHC1","SOS1","0","Binding","17673906","axel_ppi"
"SHC1","SOS1","0","Binding","8950973","axel_ppi"
"SHC1","SOS1","0","Binding","10891441","axel_ppi"
"SHC1","SOS1","0","Binding","9199344","axel_ppi"
"SHC1","SOS1","+","Binding","8114695","axel_ppi"
"SHC1","SOS1","0","Binding","10025673","axel_ppi"
"SHC1","SOS1","0","Binding","10675333","axel_ppi"
"SHC1","SOS1","0","Binding","9344843","axel_ppi"
"SHC1","SOS1","0","Binding","19380743","axel_ppi"
"RHOA","ARHGAP26","0","Binding","11432776","axel_ppi"
"FYN","RAPGEF1","0","Binding","17474147","axel_ppi"
"CALR","KCNH2","0","Binding","22242185","axel_ppi"
"SHC1","SOS1","0","Binding","8294403","axel_ppi"
"SHC1","SOS1","0","Binding","9544989","axel_ppi"
"INPPL1","GAB1","0","Binding","10871282","axel_ppi"
"SYK","CRK","0","Binding","7797565","axel_ppi"
"GRB2","PTPN1","0","Binding","8940134","axel_ppi"
"ITGB1","TLN1","0","Binding","11279249","axel_ppi"
"PLCG1","RHOU","0","Binding","15556869","axel_ppi"
"ITGB4","ITGA6","0","Binding","2649503","axel_ppi"
"MAPK8","RHOA","0","Binding","15659383","axel_ppi"
"PRKCA","MARCKS","_","Phosphorylation","15316066","axel_ppi"
"PRKCA","MARCKS","_","Phosphorylation","6957862","axel_ppi"
"PRKCA","MARCKS","_","Phosphorylation","1560845","axel_ppi"
"LYN","PTPN6","0","Binding","19171907","axel_ppi"
"ITGB1","CSK","+","Binding","10592173","axel_ppi"
"ITGB1","TLN1","0","Binding","3124107","axel_ppi"
"LYN","PTPN6","0","Binding","22624718","axel_ppi"
"ITGB4","ITGA6","0","colocalization","21880726","axel_ppi"
"ITGB4","ITGA6","0","Binding","10926936","axel_ppi"
"ITGB4","ITGA6","0","Binding","8707838","axel_ppi"
"RHOA","VAV1","0","Binding","18511940","axel_ppi"
"RHOA","VAV1","+","Binding","10592173","axel_ppi"
"SORBS1","PTK2B","0","Binding","15128873","axel_ppi"
"CRKL","ABI1","0","Binding","20598684","axel_ppi"
"ARHGEF6","AKT1","0","Binding","15306850","axel_ppi"
"CRK","NEDD9","0","Binding","20697350","axel_ppi"
"CRK","NEDD9","+","Binding","10592173","axel_ppi"
"SOS1","GRB2","0","Binding","8810325","axel_ppi"
"SOS1","GRB2","0","Binding","8188688","axel_ppi"
"SOS1","GRB2","0","Binding","10716926","axel_ppi"
"SOS1","GRB2","0","Binding","10570290","axel_ppi"
"SOS1","GRB2","+","Binding","10592173","axel_ppi"
"SOS1","GRB2","0","Unknown","12345678","axel_ppi"
"SOS1","GRB2","0","Binding","12577067","axel_ppi"
"SOS1","GRB2","0","Binding","7510700","axel_ppi"
"SOS1","GRB2","0","Binding","7629168","axel_ppi"
"SOS1","GRB2","0","Binding","8112292","axel_ppi"
"SOS1","GRB2","0","Binding","9872323","axel_ppi"
"SOS1","GRB2","0","Binding","9344843","axel_ppi"
"SOS1","GRB2","0","Binding","7514169","axel_ppi"
"SOS1","GRB2","0","Binding","19380743","axel_ppi"
"SOS1","GRB2","0","Binding","8943292","axel_ppi"
"SOS1","GRB2","0","Binding","10207103","axel_ppi"
"SOS1","GRB2","0","Binding","10319320","axel_ppi"
"SOS1","GRB2","0","Binding","10025673","axel_ppi"
"SOS1","GRB2","0","Binding","9716598","axel_ppi"
"SOS1","GRB2","0","Binding","7773778","axel_ppi"
"ILK","PARVB","0","Binding","17353931","axel_ppi"
"ILK","PARVB","0","Binding","10592173","axel_ppi"
"ILK","PARVB","0","Binding","19798050","axel_ppi"
"ILK","PARVB","0","Binding","23612611","axel_ppi"
"ILK","PARVB","0","Binding","18325335","axel_ppi"
"SOS1","GRB2","0","Binding","19323566","axel_ppi"
"SOS1","GRB2","0","Binding","7527391","axel_ppi"
"SOS1","GRB2","0","Binding","16520382","axel_ppi"
"SOS1","GRB2","0","Binding","8479540","axel_ppi"
"SOS1","GRB2","0","Binding","16906159","axel_ppi"
"SOS1","GRB2","0","Binding","7642581","axel_ppi"
"SOS1","GRB2","0","Binding","9447984","axel_ppi"
"SOS1","GRB2","0","Binding","7629138","axel_ppi"
"SOS1","GRB2","0","Binding","10477741","axel_ppi"
"SOS1","GRB2","0","Binding","11964172","axel_ppi"
"SOS1","GRB2","0","Binding","8479541","axel_ppi"
"SOS1","GRB2","0","Binding","11997436","axel_ppi"
"SOS1","GRB2","0","Binding","9009162","axel_ppi"
"SOS1","GRB2","0","Binding","7664271","axel_ppi"
"SOS1","GRB2","0","Binding","8695800","axel_ppi"
"SOS1","GRB2","0","Binding","11960376","axel_ppi"
"SOS1","GRB2","0","Binding","17474147","axel_ppi"
"SOS1","GRB2","0","Binding","7773779","axel_ppi"
"SOS1","GRB2","0","Binding","8940013","axel_ppi"
"SOS1","GRB2","0","Binding","9199344","axel_ppi"
"SOS1","GRB2","0","Binding","20005866","axel_ppi"
"SOS1","GRB2","0","Binding","18778683","axel_ppi"
"SOS1","GRB2","0","Binding","8647802","axel_ppi"
"ARF1","PLD1","0","Binding","9688545","axel_ppi"
"FYN","STAT3","0","Binding","12244095","axel_ppi"
"ITGA4","ITGB1","0","Binding","8428973","axel_ppi"
"ITGA4","ITGB1","0","Binding","1542691","axel_ppi"
"ITGA4","ITGB1","0","Binding","7517944","axel_ppi"
"ITGA4","ITGB1","0","Binding","10464311","axel_ppi"
"ITGA4","ITGB1","0","Binding","9685391","axel_ppi"
"ITGA4","ITGB1","0","Binding","10694445","axel_ppi"
"ITGA4","ITGB1","0","Binding","20159608","axel_ppi"
"ITGA4","ITGB1","0","Binding","7523506","axel_ppi"
"TLN1","ITGB3","0","Binding","12606711","axel_ppi"
"TLN1","ITGB3","0","Binding","11932255","axel_ppi"
"TLN1","ITGB3","0","direct_interaction","17218263","axel_ppi"
"TLN1","ITGB3","0","Binding","16546176","axel_ppi"
"TLN1","ITGB3","0","Binding","10497223","axel_ppi"
"CAV1","PRKACA","0","Binding","11546661","axel_ppi"
"PRKCA","GNB2L1","0","Binding","11956211","axel_ppi"
"PRKCA","GNB2L1","0","Binding","1831196","axel_ppi"
"PRKCA","GNB2L1","0","Binding","7831317","axel_ppi"
"RAC1","ABI2","0","Binding","19363480","axel_ppi"
"PTK2B","CBL","0","Binding","15128873","axel_ppi"
"ITGA3","CSK","+","Binding","10592173","axel_ppi"
"ITGB1","ILK","0","Binding","11402068","axel_ppi"
"ARHGEF7","SHC1","0","Binding","18385518","axel_ppi"
"PTPN11","INSR","0","Binding","7493946","axel_ppi"
"PTPN11","INSR","0","Binding","9593725","axel_ppi"
"CRK","SYK","0","Binding","7797565","axel_ppi"
"PTPN6","STAT3","0","Binding","10545526","axel_ppi"
"PLCG1","PTPN11","0","Binding","9020117","axel_ppi"
"PTPN6","STAT3","0","Binding","15870198","axel_ppi"
"ITGB1","PTPN1","0","Binding","21806020","axel_ppi"
"FLNA","ABL1","0","Binding","17474147","axel_ppi"
"CSK","ITGB4","+","Binding","10592173","axel_ppi"
"ITGAM","VAV1","0","Binding","19747912","axel_ppi"
"ANKRD28","SDCBP","0","Binding","26186194","axel_ppi"
"SOS1","ABL1","0","Binding","8112292","axel_ppi"
"ASAP2","CTTN","0","Binding","15719014","axel_ppi"
"PPP2CA","MAPK1","_","Binding","10592173","axel_ppi"
"BCAR1","ARHGAP32","0","Binding","12819203","axel_ppi"
"PPP2CA","MAPK1","0","Binding","12840032","axel_ppi"
"SRC","DOCK1","0","Binding","17474147","axel_ppi"
"SRC","DOCK1","0","Binding","12615911","axel_ppi"
"ITGA1","CSK","+","Binding","10592173","axel_ppi"
"BCAR1","ARHGAP32","0","Binding","12446789","axel_ppi"
"SDCBP","NF2","0","Binding","11891216","axel_ppi"
"ABL1","SRC","0","Binding","11494128","axel_ppi"
"ABL1","SRC","0","Binding","17318191","axel_ppi"
"ABL1","SRC","0","Binding","17474147","axel_ppi"
"CRKL","INSR","0","Binding","15522217","axel_ppi"
"ABL1","FLNA","0","Binding","17474147","axel_ppi"
"PTPN11","CRKL","0","Binding","9344843","axel_ppi"
"VAV1","INSR","0","Binding","11094073","axel_ppi"
"CRK","DOCK1","+","Binding","10592173","axel_ppi"
"CRK","DOCK1","0","Binding","10559471","axel_ppi"
"CRK","DOCK1","0","Binding","12615911","axel_ppi"
"SSH1","ACTB","0","Binding","11832213","axel_ppi"
"SRC","DNM2","0","Binding","15834155","axel_ppi"
"STAT3","PTK2B","0","Binding","14963038","axel_ppi"
"VAV2","GRB2","0","Binding","11606575","axel_ppi"
"VAV2","GRB2","0","Binding","12577067","axel_ppi"
"CRKL","SOS1","0","Binding","8978305","axel_ppi"
"SHC1","PIK3CA","0","Binding","7537361","axel_ppi"
"SH3KBP1","SRC","0","Binding","17985933","axel_ppi"
"SH3KBP1","SRC","0","Binding","15707590","axel_ppi"
"PTK2B","CRK","0","Binding","10329689","axel_ppi"
"PXN","ASAP2","0","Binding","10749932","axel_ppi"
"CRK","DOCK1","0","Binding","11369773","axel_ppi"
"CRK","DOCK1","0","Binding","15673687","axel_ppi"
"CRK","DOCK1","0","Binding","8662907","axel_ppi"
"CRK","DOCK1","0","Binding","17515907","axel_ppi"
"CRK","DOCK1","0","Binding","9591773","axel_ppi"
"CRK","DOCK1","0","Binding","17474147","axel_ppi"
"CRK","DOCK1","0","Binding","8657152","axel_ppi"
"SRCIN1","SORBS3","0","Binding","18662323","axel_ppi"
"SYK","VAV3","+","phosphorylation","10592173","axel_ppi"
"PXN","CRKL","0","Binding","8978305","axel_ppi"
"PXN","CRKL","+","Binding","10592173","axel_ppi"
"ITGB2","TLN1","0","Binding","12606711","axel_ppi"
"TRIP6","NEDD9","0","Binding","16624523","axel_ppi"
"PXN","NDEL1","0","Binding","19492042","axel_ppi"
"PXN","CRKL","0","Binding","11463817","axel_ppi"
"PARVB","PARVA","0","Binding","26186194","axel_ppi"
"PTK2","ITGB4","+","Binding","10592173","axel_ppi"
"PRKCA","PLCG1","+","phosphorylation","10592173","axel_ppi"
"GRB2","ACTB","0","Binding","19380743","axel_ppi"
